name|price|description|category|rating|source
CANON CLI-521GY (Grau, 1 Stück)|15.7|Dieser 9 ml fassende Tintentank mit Grauer Tinte wird zum Druck von Dokumenten und Fotos verwendet. In Kombination mit Canon Fotopapier sind Ihre Fotos dank dem ChromaLife100+ System vor Verblassen geschützt.|Computer & Gaming||interdiscount
CANON GI-53BK (Schwarz, 1 Stück)|14.9|Mit dieser 60-ml-Flasche Schwarz-Tinte auf Farbstoffbasis druckst du grosse Mengen an Fotos zu niedrigen Gesamtkosten. Diese Tinte ist ideal für Fotos, und ein Set Tintenflaschen ermöglicht den Druck von bis zu 3.800 Fotos, so dass seltener nachgefüllt werden muss. Die innovative ChromaLife100 Tinte sorgt für einen hochwertigen Fotodruck und eine Farbstabilität, mit der deine Ausdrucke bis zu 100 Jahre halten. Dank des verbesserten Designs müssen die Flaschen nicht gequetscht werden, und je nach Farbe haben sie eine individuelle Anschlussform – das Nachfüllen der Tintentanks war nie einfacher.|Computer & Gaming||interdiscount
CANON GI-51PGBK (Schwarz, 1 Stück)|13.7|Mit dieser Canon Nachfülltinte für Ihr PIXMA Modell der G Serie erleben Sie Farbdrucke mit lebendigen Farben. Das Nachfüllen der Tinte ist schnell, sicher und sauber: Die praktischen Flaschen, die man zum Entleeren nicht quetschen muss, haben je nach Farbe eine individuelle Anschlussform, die nur auf den entsprechenden Tintenbehälter passt.|Computer & Gaming||interdiscount
CANON Fotopapier (50 Blatt, 100 x 150 mm, 200 g/m2)|12.9|Fotoglanzpapier für den alltäglichen Einsatz und für Nachdrucke in nahezu Laborqualität. Mit Fotoglanzpapier für den alltäglichen Einsatz können Sie Ihren Urlaubsbildern zu Hause für wenig Geld ein glänzendes Finish verleihen.|Computer & Gaming||interdiscount
CANON CRG067M (Einzeltoner, Magenta)|84.95|067 Tonerkartusche|Computer & Gaming||interdiscount
CANON PFI-120Y (Gelb, 1 Stück)|93.85|Canon Verbrauchsmaterialien sind umfassend geprüft und genehmigt, um eine gleichbleibend hohe Qualität zu sichern. Eine Marke und Produkte, auf die Sie vertrauen können und die Ihr Geschäft unterstützen.|Computer & Gaming||interdiscount
CANON PGI-2500XL / 9266B001 (Magenta, 1 Stück)|27.7|DRHD Pigmenttinten sorgen bei jedem Druck für professionelle Geschäftsdokumente in hoher Qualität. Die hochdichte Magentatinte liefert Drucke mit starken Farben, langer Lebensdauer und hoher Haltbarkeit. Die XL-Magentatinte (19,3 ml) mit hoher Reichweite druckt bis zu 1.295 A4-Dokumente.|Computer & Gaming||interdiscount
CANON GI-51C (Cyan, 1 Stück)|14.95|Mit dieser Canon Nachfülltinte für Ihr PIXMA Modell der G Serie erleben Sie Farbdrucke mit lebendigen Farben. Das Nachfüllen der Tinte ist schnell, sicher und sauber: Die praktischen Flaschen, die man zum Entleeren nicht quetschen muss, haben je nach Farbe eine individuelle Anschlussform, die nur auf den entsprechenden Tintenbehälter passt.|Computer & Gaming||interdiscount
CANON DR-C225 II (USB 2.0, USB 2.0 Typ-B)|288.05|Superkompakter, benutzerfreundlicher Scanner, der auf jeden Schreibtisch passt. Der schlanke, ultrakompakte imageFORMULA DR-C225 ist äusserst platzsparend. Dank seines einzigartigen vertikalen J-Path-Feeder Designs ist er ideal für den Einsatz in Büros und auf kleinen Schreibtischen geeignet.|Computer & Gaming||interdiscount
CANON Pixma TS8751 (Tintendrucker, Farbe, WLAN)|219.95|Druckertyp: Farbig, Drucktechnik: Tintenstrahl (Kartuschen), Total Fassungsvermögen Papierzuführungen: 100 Seiten, Mobildruck: Ja, Anzahl Papierzuführungen (maximal): 1, Druckgeschwindigkeit (farbig): 10 ppm|Computer & Gaming||interdiscount
CANON PGI-2500XL (Gelb, Schwarz, Magenta, Cyan, Multipack)|86.6|Original Verbrauchsmaterialien Original Canon Verbrauchsmaterialien sind einfach besser – sie sorgen dafür, dass dein Canon Drucker immer beste Ergebnisse liefert und bieten dabei ein gutes Preis-Leistungsverhältnis.|Computer & Gaming||interdiscount
CANON PG-575XLx2/CL-576XL (Gelb, Schwarz, Magenta, Cyan, Multipack)|76.7|Dieses ergiebige Multipaket ist deine praktische Lösung für kosteneffizientes Drucken. Es enthält die CL-576XL 12,6-ml-Farbtintenpatrone zum Drucken von bis zu 300 A4-Seiten¹ mit leuchtenden Farben und zwei ergiebige PG-575XL 15-ml-Schwarztintenpatronen. Mit jeder der beiden Patronen kannst du bis zu 400 A4-Seiten in Tiefschwarz drucken.¹|Computer & Gaming||interdiscount
CANON 055 (Schwarz, 1 Stück)|74.35|Die 055 Toner-Cartridge wurde entwickelt, um das Potential und die Druckqualität kompatibler i-SENSYS Laserdrucker zu maximieren. Mit einer Druckreichweite von bis zu 2.100 Seiten kann man bis zum Austausch mehr drucken - dank dem All-in-One-Design sowie der einfachen Installation kann jeder Mitarbeiter bei Bedarf eine neue Cartridge einsetzen. Die Toner-Cartridge selbst ist vollständig RoHS-konform und die Verpackung ist vollständig recycelbar.|Computer & Gaming||interdiscount
CANON C-EXV 54 (Schwarz, 1 Stück)|57.9|Canon Verbrauchsmaterialien sind umfassend geprüft und genehmigt, um eine gleichbleibend hohe Qualität zu sichern.|Computer & Gaming||interdiscount
CANON PFI-1000Y (Gelb, 1 Stück)|56.6|Canon PFI-1000 Y - 80 ml - Gelb - Original - Tintenbehälter - für imagePROGRAF PRO-1000|Computer & Gaming||interdiscount
CANON PFI-1000PBK (Schwarz, Photo Schwarz, 1 Stück)|54.5|Canon PFI-1000 PBK - 80 ml - Photo schwarz - Original - Tintenbehälter - für imagePROGRAF PRO-1000|Computer & Gaming||interdiscount
CANON PIXMA TS3550i (Tintendrucker, Farbe, Wi-Fi)|51.2|Der PIXMA TS3550i ist ein kompaktes Multifunktionssystem zum Drucken,  Scannen und Kopieren. Er ist einfach einzurichten, die kabellose  Verbindung erfolgt auf Knopfdruck. Und er lässt sich aus der Ferne  bedienen: Du kannst mit der Canon PRINT App ganz einfach kabellos vom  Mobilgerät drucken, kopieren oder scannen  oder du druckst mit  AirPrint (iOS) oder Mopria (Android). Der Zugriffspunktmodus  ermöglicht eine direkte WLAN-Verbindung mit dem Drucker. Dank FINE  Druckköpfe mit Tinten werden Dokumente scharf und Fotos farbenfroh..  Die Easy-PhotoPrint Editor App und Creative Park eröffnen zahlreiche  kreative Möglichkeiten. Dieses  3-in-1-Tintenstrahl-Multifunktionssystem bietet die wichtigsten  Funktionen zu einem günstigen Preis und ist mit dem PIXMA Print Plan  kompatibel, einem monatlichen Tinten-Abonnement auf Basis der  gedruckten Seiten  das ideale Einsteigermodell.|Computer & Gaming||interdiscount
CANON PG-560XL / CL-561XL (Gelb, Schwarz, Magenta, Cyan, Duopack)|50.0|Das Vorteilspack mit einer Schwarztinte, einer Farbtinte und Fotopapier für scharfe und deutliche Dokumente und Fotos|Computer & Gaming||interdiscount
CANON PG-510/CL-511 (Gelb, Schwarz, Magenta, Cyan, Duopack)|46.9|Diese schwarze Pigmenttinte wird zum Druck von Dokumenten auf Normalpapier verwendet und sorgt für ein gestochen scharfes Schriftbild mit hoher Farbstabilität. Dieser Dreierpaket enthält drei 9,3-ml-Schwarztintenpatronen. Mit jeder der Patronen kannst du bis zu 191 A4-Seiten drucken (gemäss ISO/IEC 24711 Standard¹).|Computer & Gaming||interdiscount
CANON CLI-571XL (Grau, 1 Stück)|24.95|Mit der CANON CLI-571GY XL sind Ihnen hochwertige Druckergebnisse bei jahrzehntelanger Lichtechtheit garantiert.Selbst besonders dunkle oder helle Farben auf Ihren Dokumenten werden mit dieser Tinte farbecht von Ihrem CANON Druckgerät ausgegeben. Ausserdem ist die Patrone dank innovativer Technologie schonend für Ihren Drucker. Das spart Ihnen viel Geld und wertvolle Zeit für Wartungsarbeiten. Der Inhalt der CANON CLI-571GY XL Patrone von 11 ml reichen für einen exzellenten Druck von 289 Seiten. Auf dieses Markenprodukt können Sie sich verlassen - Ideal für viele Zwecke, wie den Druck von Ihren Fotos oder Dokumenten.|Computer & Gaming||interdiscount
CANON CLI-65C (Cyan, 1 Stück)|23.7|Inkjet Cyan 12.6ml|Computer & Gaming||interdiscount
CANON PGI-1500BK (Schwarz, 1 Stück)|23.7|Dieser 12,4 ml fassende Dual Resistant High Density (DRHD) Pigmentschwarz-Tintentank wird zum Druck von hochwertigen Dokumenten auf Normalpapier verwendet und sorgt für ein gestochen scharfes Schriftbild sowie präzise Grafiken.|Computer & Gaming||interdiscount
CANON CLI-551Y (Gelb, 1 Stück)|21.95|Die gelbe Tinte wird zum Druck von Dokumenten und Fotos verwendet. In Kombination mit Canon Fotopapier sind Ihre Fotos dank dem ChromaLife100+ System vor Verblassen geschützt. Mit dem 7 ml fassenden Tintentank können bis zu 330 ISO-Seiten im A4-Format gedruckt werden.|Computer & Gaming||interdiscount
CANON PGI-570 PGBK (Schwarz, 1 Stück)|21.7|PIXMA Tintenpatronen.|Computer & Gaming||interdiscount
CANON CLI-551GY (Grau, 1 Stück)|20.95|Diese graue Tinte wird zum Druck von Fotos verwendet. In Kombination mit Canon Fotopapier sind Ihre Fotos dank dem ChromaLife100+ System vor Verblassen geschützt. Mit dem 7 ml fassenden Tintentank können bis zu 125 Farbfotos im Format 10 x 15 cm gedruckt werden.|Computer & Gaming||interdiscount
CANON PGI-1500XLY (Gelb, 1 Stück)|19.7|DRHD Pigmenttinten sorgen bei jedem Druck für professionelle Geschäftsdokumente in hoher Qualität. Die hochdichte Gelbtinte liefert Drucke mit starken Farben, langer Lebensdauer und hoher Haltbarkeit. Die XL-Gelbtinte (12 ml) mit hoher Reichweite druckt bis zu 935 A4-Dokumente.|Computer & Gaming||interdiscount
CANON PG-575 (Schwarz, 1 Stück)|15.9|Diese schwarze original Canon Tinte sorgt bei jedem Druck für gestochen scharfen Text|Computer & Gaming||interdiscount
CANON CLI-551BK (Schwarz, 1 Stück)|13.9|Diese schwarze Tinte wird zum Druck von Fotos verwendet. In Kombination mit Canon Fotopapier sind Ihre Fotos dank dem ChromaLife100+ System vor Verblassen geschützt. Mit dem 7 ml fassenden Tintentank können bis zu 495 Farbfotos im Format 10 x 15 cm gedruckt werden.|Computer & Gaming||interdiscount
CANON PGI-9R (Rot, 1 Stück)|13.7|Die professionellen LUCIA-Tinten liefern intensive, satte Farben, einen hervorragenden Farbumfang und zuverlässige Qualität. Dieses pigmentbasierte Tintensystem sorgt für herausragende Farbstabilität Ihrer Fotos. Mit dem 14 ml Tintentank Rot können bis zu 635 Fotos im Format 10 x 15 cm bzw. 109 Fotos im A3+-Format mit Rand gedruckt werden.|Computer & Gaming||interdiscount
CANON GI-50 PGBK (Schwarz, 1 Stück)|12.9|Mit dieser Canon Nachfülltinte für Ihr PIXMA Modell der G Serie erleben Sie Farbdrucke mit lebendigen Farben. Diese kostengünstige, fabstoffbasierte Canon Nachfülltinte ist ideal für ein hohes Druckaufkommen.|Computer & Gaming||interdiscount
CANON GI-55 (Gelb, 1 Stück)|9.05|to MAXIFY GX-Serie 3000 pages|Computer & Gaming||interdiscount
CANON GI-55M (Magenta, 1 Stück)|9.05|to MAXIFY GX-Serie 3000 pages|Computer & Gaming||interdiscount
CANON Nachfülltinte (Cyan, 1 Stück)|9.05|to MAXIFY GX-Serie 3000 pages|Computer & Gaming||interdiscount
CANON PG-540 (Einzeltoner, Schwarz)|28.95|Diese schwarze Pigmenttinte wird zum Druck von Dokumenten auf Normalpapier verwendet und sorgt für ein gestochen scharfes Schriftbild mit hoher Farbstabilität. Mit dieser 8 ml Tinte können bis zu 180 Seiten im A4-Format gedruckt werden.|Computer & Gaming||interdiscount
CANON CL-541XL (Einzeltoner, Gelb, Magenta, Cyan)|39.95|Diese Farbtinte mit hoher Reichweite ermöglicht den Druck von bis zu 2,2-mal mehr Seiten als der Standardtank. Die dreifarbige Patrone mit dem ChromaLife100 System wird zum Druck von Farbdokumenten und Fotos verwendet. Mit dieser 15 ml Farbtinte können bis zu 400 Seiten im A4-Format gedruckt werden.|Computer & Gaming||interdiscount
CANON i-SENSYS MF269DW (Laserdrucker, Schwarz-Weiss, WLAN)|229.7|Multifunktionaler 4-in-1-Schwarzweissdrucker (Scanner, Kopierer und Faxgerät) mit automatischem beidseitigem Dokumenteneinzug, grossem Papiervorrat, einem 6-zeiligen Touchbedienfeld, mobilen Verbindungsoptionen und beeindruckender Qualität und Geschwindigkeit.|Computer & Gaming||interdiscount
CANON CRG067Y (Einzeltoner, Gelb)|84.95|to MF-650-Serie, LBP630-Serie (1250 pages)|Computer & Gaming||interdiscount
CANON PFI-710M (Magenta, 1 Stück)|319.45|Canon PFI-710 M - 700 ml - Magenta - Original - Tintenbehälter - für imagePROGRAF TX-2000, TX-3000, TX-3000 MFP T36, TX-4000, TX-4000 MFP T36|Computer & Gaming||interdiscount
CANON PFI-107BK (Schwarz, Photo Schwarz, 1 Stück)|76.75|Die Zusammensetzung der Tinten von Canon ermöglicht Drucke mit besonders hellen und präzise wiedergegebenen Farben und hält Ihre Erinnerungen so naturgetreu fest. Hauttöne wirken natürlich und leuchtende Farben sind lebendig und realistisch. Pigmentschwarztinte sorgt beim Dokumentendruck für die gestochen scharfe und deutliche Widergabe selbst kleinster Buchstaben und feiner Linien.|Computer & Gaming||interdiscount
CANON CL-513 (Gelb, Magenta, Cyan, 1 Stück)|29.95|Teamwork ist einfach besser. Das gilt auch für die original Canon Tinten und Fotopapiere, die perfekt auf alle PIXMA Produkte abgestimmt sind und so für bestmögliche Resultate sorgen. Verschaffen Sie sich einen Überblick über die Canon Tintenstrahl-Fotopapiere und die richtige Tinte für Ihren Drucker. Vertrauen Sie auf original Canon Tinten – für hochwertige Drucke mit langer Haltbarkeit.|Computer & Gaming||interdiscount
CANON PGI-1500XLM (Magenta, 1 Stück)|19.7|DRHD Pigmenttinten sorgen bei jedem Druck für professionelle Geschäftsdokumente in hoher Qualität. Die hochdichte Magentatinte liefert Drucke mit starken Farben, langer Lebensdauer und hoher Haltbarkeit. Die XL-Magentatinte (12 ml) mit hoher Reichweite druckt bis zu 780 A4-Dokumente.|Computer & Gaming||interdiscount
CANON PGI-9M (Photo Magenta, Magenta, 1 Stück)|16.9|Die professionellen LUCIA-Tinten liefern intensive, satte Farben, einen hervorragenden Farbumfang und zuverlässige Qualität. Dieses pigmentbasierte Tintensystem sorgt für herausragende Farbstabilität Ihrer Fotos. Mit dem 14 ml Tintentank Foto-Magenta können bis zu 315 Fotos im Format 10 x 15 cm bzw. 53 Fotos im A3+-Format mit Rand gedruckt werden.|Computer & Gaming||interdiscount
CANON CLI-8G (Grün, 1 Stück)|14.0|Canon ist Zuhause, wo Sie leben. Tagsüber arbeitet das Unternehmen mit Ihnen im Büro, und im Sommer fährt Canon gemeinsam in den Urlaub. Seit über einem Vierteljahrhundert ist die Canon-Technologie überall dort, wo die Menschen leben. Die Fotografie war es, die Canon bekannt machte. Doch längst ist das Unternehmen mit zahllosen Erfindungen und Innovationen zum Hightech-Spezialisten gewachsen: Neben Fotokameras und Camcordern haben die Druck- und Kopiersysteme die Büros erobert - Canon zählt mittlerweile zu den führenden Anbietern von Technologien im Home- und Office-Bereich. Hohe Qualität und modernes Design sind Kennzeichen der Canon-Produkte.|Computer & Gaming||interdiscount
CANON GI-55BK (Schwarz, 1 Stück)|9.95|to MAXIFY GX-Serie 3000 pages|Computer & Gaming||interdiscount
CANON i-Sensys MF267dw II (Laserdrucker, Schwarz-Weiss, WLAN)|292.4|Druckertyp: Schwarz-Weiss, Drucktechnik: Laser, Total Fassungsvermögen Papierzuführungen: 250 Seiten, Mobildruck: Ja, Anzahl Papierzuführungen (maximal): 1, Druckgeschwindigkeit (farbig): 0 ppm|Computer & Gaming||interdiscount
CANON CRG067B (Einzeltoner, Schwarz)|74.95|067 Tonerkartusche|Computer & Gaming||interdiscount
CANON Glossy II Plus Fotopapier (20 Blatt, A4, 265 g/m2)|21.95|Drucker Kompatibilität: Inkjet, Detailfarbe: Weiss, Medienformat: A4, Mediengewicht: 260 g/m², Eigenschaften: Keine Eigenschaft, Zertifikate: Keine Zertifizierung|Computer & Gaming||interdiscount
CANON i-SENSYS LBP631CW (Laserdrucker, Farbe, WLAN, Bluetooth)|198.25|Die Farblaserdrucker der Canon i-SENSYS LBP630 Serie sind äusserst effizient für kleine bis mittlere Unternehmen oder Einzelpersonen, die von unterwegs aus arbeiten.|Computer & Gaming||interdiscount
CANON Selphy CP1000 (Thermosublimation, 300 x 300 dpi)|115.0|Canon SELPHY CP1000 Schneller und einfacher Fotodruck – jederzeit, überall und für jedermann|Computer & Gaming||interdiscount
CANON 718  (Einzeltoner, Magenta)|95.75|Der CANON 718 Toner in Magenta steht für absolute Qualität beim Drucken.Dank der innovativen All-in-one-Patronen von Canon drucken sie vom ersten bis zum letzten Blatt gestochen scharf, optimale Farben und wischfest. Selbst ganze Hintergründe können problemlos gedruckt werden. Alle Verschleissteile des Druckers sind in der Patrone, wodurch beim Austausch des Toners praktisch ein neuer Drucker entsteht. Mit der CANON 718 drucken sie bis zu 2900 DIN A4 Seiten bei einer Deckung von 5 %.  Der Toner ist mit den meisten Druckern der i-SENSYS Serie kompatibel.|Computer & Gaming||interdiscount
CANON KP-36IP Fotopapier (36 Blatt, A6, 0 g/m2)|13.9|Beste Qualität - ganz gleich, ob beim Kopieren oder Drucken, ob in Schwarzweiss oder in Farbe - ist das, was Sie von Canon erwarten. Dafür tut Canon alles. Auf die bewährte Canon-Qualität können Sie sich ganz ruhig verlassen. Sie werden damit nimmer enttäuscht! Das reiche Angebot an Verbrauchsmaterialen von Canon versorgt Ihnen die langfristige und einwandfreie Arbeit.|Computer & Gaming||interdiscount
CANON 069 (Einzeltoner, Schwarz)|79.7|zu i-SENSYS LBP-673, MF752, MF754 (2'100 Seiten)|Computer & Gaming||interdiscount
CANON 718 (Einzeltoner, Gelb)|95.75|Die CANON 718 Druckerpatrone in Gelb ist genau das Richtige, wenn man die Tinte im Canon-Drucker schon aufgebraucht hat. Mit einer sehr hohen Druckkapazität von bis zu unglaublich bedruckten 2900.0 Blatt macht es dies zu einem besonders hohen Druckvorkommen.Canon verspricht beste Qualität und mit seinem einzigartigen Befüll System wir garantiert, dass keine lästigen Farbreste, Linien oder Flecke auf den Dokumenten oder Bildern zurückbleiben. Ausserdem trägt man einen grossen Teil zum Umweltschutz bei, da Canon seine Patronen Ozon frei wiederbefüllt und alte Patronen wiederverwendet.|Computer & Gaming||interdiscount
CANON QX10 (Thermosublimation, 287 x 287 dpi)|151.65|Wertvollen Erinnerungen drucken, sammeln und kreativ mit anderen teilen - der kompakte, praktische und hochwertige SELPHY Square QX10 wurde so konzipiert, dass er sich ganz ohne Kabel und ohne Umwege in dein Leben einfügt. Einfach gerne drucken.|Computer & Gaming||interdiscount
CANON Pixma TS705a (Tintendrucker, Farbe, WLAN)|108.7|Druckertyp: Farbig, Drucktechnik: Tintenstrahl, Total Fassungsvermögen Papierzuführungen: 350 Seiten, Mobildruck: Ja, Anzahl Papierzuführungen (maximal): 1, Druckgeschwindigkeit (farbig): 10 ppm|Computer & Gaming||interdiscount
